nom,producteur,origine,type
Clement Hors d'Age,Clement,Martinique,Vieux
Clement Hors d'age,Clement,Martinique,Agricole
Clement l'Elixir,Clement,Martinique,Vieux
Clement Liqueur Creole,Clement,Martinique,Agricole
Clement Mahina Coco,Clement,Martinique,Spiced
Clement Premiere Canne,Clement,Martinique,Agricole
Clement Punch Acerola Cerise Pays,Clement,Martinique,Spiced
Clement Punch Ananas,Clement,Martinique,Spiced
Clement Punch Cacahuete,Clement,Martinique,Spiced
Clement Punch Cafe,Clement,Martinique,Spiced
Clement Punch Coco,Clement,Martinique,Spiced
Clement Punch Mangue Passion,Clement,Martinique,Spiced
Clement Punch Melon,Clement,Martinique,Spiced
Clement Punch Passion,Clement,Martinique,Spiced
Clement Punch Pina Colada,Clement,Martinique,Spiced
Clement Punch Planteur,Clement,Martinique,Spiced
Clement Rare Cask Collection,Clement,Martinique,Vieux
Clement 2000 Rare Cask Collection 16-Year,Clement,Martinique,Vieux
Clement 2002 Rare Cask Collection 15-Year,Clement,Martinique,Vieux
Clement Rare Cask Collection Angelique,Clement,Martinique,Agricole
Clement 1966 Rhum Clement Tournaire,Clement,Martinique,Vieux
Clement 2015 Secrets de Futs Intense 4-Year,Clement,Martinique,Vieux
Clement Select Barrel,Clement,Martinique,Vieux
Clement Single Cask,Clement,Martinique,Vieux
Clement Single Cask Blue Moka,Clement,Martinique,Ambre
Clement Single Cask Green,Clement,Martinique,Vieux
Clement Single Cask Moka Intense,Clement,Martinique,Vieux
Clement Terre CaraÃ¯be,Clement,Martinique,Vieux
Clement Tres Vieux Cask Strength,Clement,Martinique,Agricole
Clement Vieux 3-Year,Clement,Martinique,Agricole
Clement VO,Clement,Martinique,Agricole
Clement Volcan,Clement,Martinique,Blanc
Clement VSOP,Clement,Martinique,Agricole
Clement XO,Clement,Martinique,Agricole
Clement 1970,Clement,Martinique,Blanc
Clement 2002,Clement,Martinique,Vieux
Clement 1976,Clement,Martinique,Blanc
Clement 10-Year,Clement,Martinique,Vieux
Clement 6-Year,Clement,Martinique,Agricole
Clement 8-Year,Clement,Martinique,Vieux
Clement 15-Year,Clement,Martinique,Vieux
Clement 1952,Clement,Martinique,Blanc
Clifton Estate Spiced,Clifton Estate,Saint Kitts And Nevis,Spiced
Cloven Hoof Over Hoof,Cloven Hoof Over Hoof,United Kingdom,Overproof
Cloven Hoof Spiced,Cloven Hoof,United Kingdom,Spiced
Club Armada Dark,Club Armada Dark,Australia,Vieux
Club Armada White,Club Armada White,Australia,Blanc
Club Aruba Blanco,Club Aruba Blanco,Estonia,Blanc
Club Caribe Banana,Club Caribe Banana,United States,Spiced
Club Caribe Coconut,Club Caribe Coconut,United States,Spiced
Club Caribe Mango,Club Caribe Mango,United States,Spiced
Club Caribe Pineapple,Club Caribe Pineapple,United States,Spiced
Club Caribe Raspberry,Club Caribe Raspberry,United States,Spiced
Coboya Coyaba ru,Coboya Coyaba ru,United Kingdom,Spiced
Cockspur 5 Star Fine,Cockspur,Barbados,Ambre
Cockspur Green Apple Splash,Cockspur,Barbados,Spiced
Cockspur Old Gold,Cockspur,Barbados,Ambre
Cockspur Overproof,Cockspur,Barbados,Overproof
Cockspur Pineapple Coconut Splash,Cockspur,Barbados,Spiced
Cockspur Spiced,Cockspur,Barbados,Spiced
Cockspur VSOR 12-Year,Cockspur,Barbados,Vieux
Cockspur V.S.O.R.,Cockspur,Barbados,Vieux
CocoMania Coconut Splash,CocoMania,Jamaica,Spiced
Coconut Cartel Special,Coconut Cartel Special,Guatemala,Spiced
Code Cinnamon,Code,United States,Spiced
Code Commodores Cut,Code,United States,Vieux
Code Key Lime,Code,United States,Spiced
Code Mango Tango,Code,United States,Spiced
Code Silver,Code,United States,Blanc
Code Spiced,Code,United States,Spiced
Cohiba 151,Cohiba,United States,Overproof
Cohiba White,Cohiba,United States,Blanc
Cohiba 3-Year,Cohiba,United States,Ambre
Cohiba 8-Year,Cohiba,United States,Vieux
Cohiba 5-Year,Cohiba,United States,Ambre
Coldstream Clear 1749 Single Barrel,Coldstream Clear 1749 Single Barrel,Canada,Vieux
Coldstream Clear Dark,Coldstream Clear Dark,Canada,Vieux
Coldstream Clear Spiced,Coldstream Clear,Canada,Spiced
Coldstream Clear White,Coldstream Clear White,Canada,Blanc
Coles Rumberry,Coles Rumberry,United Kingdom,Spiced
Colibri Alma,Colibri,Panama,Vieux
Colibri Barba Negra 3OAK,Colibri,Panama,Vieux
Colibri Barba Negra Oro,Colibri,Panama,Vieux
Colibri Beijaflor,Colibri,Panama,Vieux
Colibri Caoba,Colibri,Panama,Vieux
Colibri Carob,Colibri,Panama,Vieux
Colibri Chevere,Colibri,Panama,Vieux
Colibri Criollo,Colibri,Panama,Vieux
Colibri Gatzara,Colibri,Panama,Vieux
Colibri Gresca,Colibri,Panama,Vieux
Colibri Insignis,Colibri,Panama,Vieux
Colibri Jibiri,Colibri,Panama,Vieux
Colibri Medlar,Colibri,Panama,Vieux
Colibri Palmero,Colibri,Panama,Vieux
Colibri Rombero,Colibri,Panama,Vieux
Colibri Roneo,Colibri,Panama,Vieux
Colibri Sarau,Colibri,Panama,Vieux
Colibri Scherry,Colibri,Panama,Vieux
Colibri Teaky,Colibri,Panama,Vieux
Colibri Totumo,Colibri,Panama,Vieux
Coloma 8-Year,Coloma 8-Year,Colombia,Vieux
Coloma 8-Year,Coloma 8-Year,Colombia,Vieux
Colonial Amber,Colonial,United States,Ambre
Colonial White,Colonial White,United States,Blanc
Colorado Fanal,Colorado Fanal,Costa Rica,Ambre
Columbus Anejo 7-Year,Columbus Anejo,Dominican Republic,Ambre
Comandante Fidel Superior,Comandante Fidel Superior,Spain,Vieux
Comb and Cane Honey,Comb and Cane Honey,United States,Spiced
Commander's Old Reserve,Commander's Old Reserve,United States,Vieux
Commander's Spiced,Commander's,United States,Spiced
Compagnie des Indes Barbados 16-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Barbados 12-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes 1998 Barbados 16-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes 1996 Barbados 20-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Barbados Cask Strength 10-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Barbados Foursquare 10-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Belize Cask Strength 11-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Belize Cask Travellers Strength 8-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Boulet de Canon,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Boulet de Canon Second Edition,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Caraibes,Compagnie des Indes,Caribbean,Ambre
Compagnie des Indes Caribbean Multi Distillery 10-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Cask Travellers Strength 12-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Cuba 16-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Cuba Sancti Spiritus 16-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Cuba Sancti Spiritus 18-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Dillon Martinique 13-Year,Compagnie des Indes,Caribbean,Agricole
Compagnie des Indes 2010 Dominican Republic 8-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Dominican Republic 15-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Dominican Republic 13-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Dominidad 15-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes El Salvador Licorera Cihuatan 11-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes 2004 Fiji 13-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Fiji 10-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Florida Moscatel Finish 13-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes 1998 Guadeloupe 17-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes 1998 Guadeloupe 16-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Guadeloupe 18-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Guatemala Full Proof 8-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes 2007 Guatemala Single Cask,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes 2002 Guyana 13-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes 1993 Guyana 21-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes 2003 Guyana 14-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Guyana 13-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes 2003 Guyana 12-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Guyana Armagnac Finish 60 11-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes 2005 Guyana Demerara Distillers Limited Port Mourant Still 12-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes 1997 Guyana Uitvlugt 18-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes 2004 Haiti 11-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Haiti Barbancourt 11-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Indonesia 10-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes 2000 Jamaica 14-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Jamaica 5-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes 2007 Jamaica 7-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes 2000 Jamaica Hampden 16-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Jamaica Hampden Cask Strength 24-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes 2009 Jamaica Hampden High Proof 9-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Jamaica Navy Strength 5-Year,Compagnie des Indes,Caribbean,Ambre
Compagnie des Indes 2005 Jamaica New Yarmouth 12-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Latino 5-Year,Compagnie des Indes,Caribbean,Ambre
Compagnie des Indes 2004 Panama 11-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Panama Secret Distillery 11-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes 2002 St. Lucia 13-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Tricorne,Compagnie des Indes,Caribbean,Spiced
Compagnie des Indes 2005 Trinidad 13-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Trinidad Caroni 23-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes 1994 Trinidad Caroni 21-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes 1998 Trinidad Caroni 18-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes 1993 Trinidad Old Caroni 22-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes 1996 Trinidad Old Caroni 18-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes 2005 Veneragua 13-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes Venezuela 12-Year,Compagnie des Indes,Caribbean,Vieux
Compagnie des Indes West Indies 8-Year,Compagnie des Indes,Caribbean,Vieux
Companero Elixir Orange,Companero,Caribbean,Spiced
Companero Gran Reserva,Companero,Caribbean,Vieux
Companero Panama,Companero,Caribbean,Vieux
"CompanÃ­a Licorera de Nicaragua, S.A San Cristobal Gran Reserva","Compan­a Licorera de Nicaragua, S.A San Cristobal Gran Reserva",Nicaragua,Vieux
Compania Panamena de Licores S.A. Tamborito Guaro,Compania Panamena de Licores S.A. Tamborito Guaro,Panama,Blanc
Compass Daily Ration 1-Year,Compass Daily Ration 1-Year,Canada,Ambre
Concepcion 1990 Gran Reserve,Concepcion 1990 Gran Reserve,Nicaragua,Vieux
Conde de Cuba Anejo,Conde de Cuba,Cuba,Ambre
Conde de Cuba Elixir del Caribe,Conde de Cuba,Cuba,Vieux
Conde de Cuba 3-Year,Conde de Cuba,Cuba,Blanc
Conde de Cuba 15-Year,Conde de Cuba,Cuba,Vieux
Conde de Cuba 11-Year,Conde de Cuba,Cuba,Vieux
Conde de Cuba 7-Year,Conde de Cuba,Cuba,Vieux
Conde de Cuba 5-Year,Conde de Cuba,Cuba,Vieux
Conquistador 15-Year,Conquistador 15-Year,Denmark,Vieux
Constellation Gold,Constellation Gold,United States,Ambre
Contadora Premium Reserva 20-Year,Contadora Premium Reserva 20-Year,Panama,Vieux
Contadora Premium Reserva 15-Year,Contadora Premium Reserva 15-Year,Panama,Vieux
Contadora Premium Reserva 12-Year,Contadora Premium Reserva 12-Year,Panama,Vieux
Contadora 18-Year,Contadora 18-Year,Panama,Vieux
Contadora 10-Year,Contadora 10-Year,Panama,Vieux
Contessa XXX,Contessa,India,Ambre
Contessa 12-Year,Contessa,India,Vieux
Contrabando Anejo 5-Year,Contrabando Anejo 5-Year,Dominican Republic,Ambre
Contrebande Blanc 50,Contrebande,Guadeloupe,Blanc
Contrebande Vieux,Contrebande,Guadeloupe,Ambre
Conviviality Rolling Calf,Conviviality Rolling Calf,United Kingdom,Spiced
Cooper River Distillers Petty's Island,Cooper River Distillers,United States,Spiced
Copacabana Anejo 1940,Copacabana,Panama,Ambre
Copacaiba Light Cachaca,Copacaiba Cachaca,Brazil,Cachaca
Copalli Barrel Rested,Copalli Barrel Rested,Belize,Ambre
Copalli White,Copalli White,Belize,Blanc
Copper Bottom Beer Barreled,Copper Bottom Beer Barreled,United States,Spiced
Copper Bottom Gold,Copper Bottom Gold,United States,Ambre
Copper Bottom Silver,Copper Bottom Silver,United States,Blanc
Copper Cannon Aged,Copper Cannon,United States,Ambre
Copper Cannon Clear,Copper Cannon Clear,United States,Blanc
Copper Cannon Maple,Copper Cannon Maple,United States,Spiced
Copper Cannon Pumpkin Spiced,Copper Cannon Pumpkin,United States,Spiced
Coppercraft Barrel Aged,Coppercraft Barrel,United States,Ambre
Coppercraft White,Coppercraft White,United States,Blanc
Copper Fiddle Gold,Copper Fiddle Gold,United States,Vieux
Copper Fiddle Light,Copper Fiddle,United States,Blanc
Copper Horse Bold,Copper Horse Bold,United States,Blanc
Copper Kettle Butter,Copper Kettle Butter,United States,Spiced
Copper Kettle Salted Caramel,Copper Kettle Salted Caramel,United States,Spiced
Copper Kettle Spiced,Copper Kettle,United States,Spiced
Copper Kettle White,Copper Kettle White,United States,Blanc
CopperMuse Gold,CopperMuse,United States,Ambre
CopperMuse Silver,CopperMuse,United States,Blanc
CopperMuse Spiced,CopperMuse,United States,Spiced
Copper Run Island Gold,Copper Run,United States,Ambre
Copper Run Overproof,Copper Run,United States,Blanc
Copper Run Spiced,Copper Run,United States,Spiced
Copper Run White,Copper Run,United States,Blanc
Coquito Saber a Coco,Coquito Saber a Coco,"Venezuela, Bolivarian Republic of",Unknown
Coral Bay Gold,Coral Bay Gold,United States,Ambre
Coral Bay White,Coral Bay White,United States,Blanc
Corina 151 Proof,Corina 151 Proof,United States,Overproof
Corina Black,Corina Black,United States,Vieux
Corina Coconut,Corina Coconut,United States,Spiced
Corina Gold,Corina Gold,United States,Ambre
Corina Silver,Corina Silver,United States,Blanc
Corina Spiced,Corina,United States,Spiced
Corman Collins Dame Jeanne No 2,Corman Collins Dame Jeanne No 2,Belgium,Vieux
Corman Collins 2003 Guyana Port Mourant,Corman Collins 2003 Guyana Port Mourant,Belgium,Vieux
Coro Coro Cocoa,Coro Coro Cocoa,Guatemala,Spiced
Corsair Spiced,Corsair,United States,Spiced
Cortez Anejo,Cortez Anejo,Panama,Blanc
Cortez Blanco,Cortez Blanco,Panama,Blanc
Cortez Oro,Cortez Oro,Panama,Ambre
Cortez Spiced,Cortez,Panama,Spiced
Coruba Carta Blanca,Coruba,Jamaica,Blanc
Coruba Coconut,Coruba,Jamaica,Spiced
Coruba Dark,Coruba,Jamaica,Vieux
Coruba Gold,Coruba,Jamaica,Ambre
Coruba Mango,Coruba,Jamaica,Spiced
Coruba N.P.U.,Coruba,Jamaica,Ambre
Coruba Original,Coruba,Jamaica,Spiced
Coruba Pineapple,Coruba,Jamaica,Spiced
Coruba Spiced,Coruba,Jamaica,Spiced
Coruba 18-Year,Coruba,Jamaica,Vieux
Coruba 25-Year,Coruba,Jamaica,Vieux
Coruba 12-Year,Coruba,Jamaica,Vieux
Cotopaxi 15-Year,Cotopaxi,Ecuador,Vieux
Cotopaxi 14-Year,Cotopaxi,Ecuador,Vieux
Cotopaxi 13-Year,Cotopaxi,Ecuador,Vieux
Cotton & Reed Cider Barrel Spiced,Cotton & Reed Cider Barrel,United States,Spiced
Cotton & Reed 2018 Despaccino,Cotton & Reed 2018 Despaccino,United States,Spiced
Cotton & Reed 2017 Despaccino,Cotton & Reed 2017 Despaccino,United States,Spiced
Cotton & Reed Dry Spiced,Cotton & Reed Dry,United States,Spiced
Cotton & Reed Mellow Gold,Cotton & Reed Mellow Gold,United States,Ambre
Cotton & Reed 2017 Spice As Nice,Cotton & Reed 2017 Spice As Nice,United States,Spiced
Cotton & Reed White,Cotton & Reed White,United States,Blanc
Coyopa 10-Year,Coyopa 10-Year,Barbados,Vieux
Creative Whisky Company 1997 Caroni 17-Year,Creative Whisky Company,United Kingdom,Vieux
Crema de Cafe Colombiano KaldÃ­,Crema de Cafe Colombiano KaldÃ­,Colombia,Spiced
Crema de Ron Viejo de Caldas Cheers,Crema de Ron Viejo de Caldas,Colombia,Spiced
Crisma Caribbean Cream Liqueur,Crisma,Barbados,Spiced
Cross Keys Island Tradition,Cross Keys Island Tradition,United States,Vieux
Cross Keys La Cana Grande Silver,Cross Keys La Cana Grande Silver,United States,Blanc
Crusoe Silver,Crusoe,United States,Blanc
Crusoe Spiced,Crusoe,United States,Spiced
Cruzan 151,Cruzan,"Virgin Islands, U.S.",Overproof
Cruzan 1760 Anejo,Cruzan,"Virgin Islands, U.S.",Vieux
Cruzan 5 Estate Diamond,Cruzan,"Virgin Islands, U.S.",Vieux
Cruzan 9 Spiced,Cruzan,"Virgin Islands, U.S.",Spiced
Cruzan Banana,Cruzan,"Virgin Islands, U.S.",Spiced
Cruzan Black Cherry,Cruzan,"Virgin Islands, U.S.",Spiced
Cruzan Black Strap,Cruzan,"Virgin Islands, U.S.",Vieux
Cruzan Blueberry Lemonade,Cruzan,"Virgin Islands, U.S.",Spiced
Cruzan Clipper 120,Cruzan,"Virgin Islands, U.S.",Spiced
Cruzan Coconut,Cruzan,"Virgin Islands, U.S.",Spiced
Cruzan Cream,Cruzan,"Virgin Islands, U.S.",Spiced
Cruzan Durdy White,Cruzan,"Virgin Islands, U.S.",Blanc
Cruzan Estate Dark,Cruzan,"Virgin Islands, U.S.",Ambre
Cruzan Estate Diamond Black Strap,Cruzan,"Virgin Islands, U.S.",Vieux
Cruzan Estate Diamond Dark,Cruzan,"Virgin Islands, U.S.",Ambre
Cruzan Estate Diamond Light,Cruzan,"Virgin Islands, U.S.",Blanc
Cruzan Estate Light,Cruzan,"Virgin Islands, U.S.",Blanc
Cruzan Gold,Cruzan,"Virgin Islands, U.S.",Ambre
Cruzan Guava,Cruzan,"Virgin Islands, U.S.",Spiced
Cruzan Hurricane Proof,Cruzan,"Virgin Islands, U.S.",Overproof
Cruzan Islamorada Light,Cruzan,"Virgin Islands, U.S.",Blanc
Cruzan Junkanu Citrus,Cruzan,"Virgin Islands, U.S.",Spiced
Cruzan Key Lime,Cruzan,"Virgin Islands, U.S.",Vieux
Cruzan Light,Cruzan,"Virgin Islands, U.S.",Blanc
Cruzan Mango,Cruzan,"Virgin Islands, U.S.",Spiced
Cruzan Old St. Croix,Cruzan,"Virgin Islands, U.S.",Vieux
Cruzan Orange,Cruzan,"Virgin Islands, U.S.",Spiced
Cruzan Passion Fruit,Cruzan,"Virgin Islands, U.S.",Vieux
Cruzan Peach,Cruzan,"Virgin Islands, U.S.",Spiced
Cruzan Pineapple,Cruzan,"Virgin Islands, U.S.",Spiced
Cruzan Raspberry,Cruzan,"Virgin Islands, U.S.",Spiced
Cruzan Single Barrel,Cruzan,"Virgin Islands, U.S.",Vieux
Cruzan Strawberry,Cruzan,"Virgin Islands, U.S.",Spiced
Cruzan Tropical Fruit,Cruzan,"Virgin Islands, U.S.",Spiced
Cruzan Vanilla,Cruzan,"Virgin Islands, U.S.",Spiced
Cruzan Velvet Cinn,Cruzan,"Virgin Islands, U.S.",Spiced
Cuate Anejo Gran Reserva,Cuate,Germany,Vieux
Cuate Anejo Reserva,Cuate,Germany,Ambre
Cuate Anejo Reserva 6-Year,Cuate,Germany,Unknown
Cuate Blanco Especial,Cuate,Germany,Blanc
Cubacana Gran Reserva,Cubacana Gran Reserva,Mexico,Ambre
Cuba Libre Caribbean Key Aged,Cuba Libre,Panama,Vieux
Cuba Libre Caribbean Key Dry,Cuba Libre,Panama,Blanc
Cuba Libre El Dorado Dark,Cuba Libre,Guyana,Vieux
Cuba Libre El Dorado Spiced,Cuba Libre,Guyana,Vieux
Cuba Libre El Dorado White,Cuba Libre,Guyana,Blanc
Cuba Libre El Dorado 5-Year,Cuba Libre,Guyana,Ambre
Cuba Libre El Dorado 21-Year,Cuba Libre,Guyana,Vieux
Cuba Libre El Dorado 15-Year,Cuba Libre,Guyana,Vieux
Cubanacan Anejo Superior 5-Year,Cubanacan Anejo Superior 5-Year,Cuba,Vieux
Cubanacan Blanco Superior,Cubanacan Blanco Superior,Cuba,Blanc
Cubanacan Elixir Orangerie 10-Year,Cubanacan Elixir Orangerie 10-Year,Cuba,Vieux
Cubanacan Reserva Familar 12-Year,Cubanacan Reserva Familar 12-Year,Cuba,Vieux
Cubaney Anejo Reserva 5-Year,Cubaney,Dominican Republic,Ambre
Cubaney Caramelo,Cubaney,Dominican Republic,Vieux
Cubaney Centenario 25-30-Year,Cubaney,Dominican Republic,Vieux
Cubaney Crystal Reserve 3-Year,Cubaney,Dominican Republic,Blanc
Cubaney Elixir,Cubaney,Dominican Republic,Vieux
Cubaney Elixir de Miel 8-Year,Cubaney,Dominican Republic,Vieux
Cubaney Exquisito 21-Year,Cubaney,Dominican Republic,Vieux
Cubaney Gran Reserva 18-Year,Cubaney,Dominican Republic,Vieux
Cubaney Gran Reserva 25-Year,Cubaney,Dominican Republic,Vieux
Cubaney Gran Reserva 15-Year,Cubaney,Dominican Republic,Vieux
Cubaney Gran Reserva 12-Year,Cubaney,Dominican Republic,Vieux
Cubaney Orangerie 12-Year,Cubaney,Dominican Republic,Vieux
Cubaney Plata 3-Year,Cubaney,Dominican Republic,Blanc
Cubaney Selecto 18-Year,Cubaney,Dominican Republic,Vieux
Cubaney Solera Grand Reserve Selecto 18-Year,Cubaney,Dominican Republic,Vieux
Cubaney Solera Reserve 8-Year,Cubaney,Dominican Republic,Vieux
Cubaney Spiced,Cubaney,Dominican Republic,Spiced
Cubaney 7-Year,Cubaney,Dominican Republic,Vieux
Cuba Ron S.A. corporation Ron Santiago,Cuba Ron S.A. corporation,Cuba,Vieux
Cubay 1870 Extra Anejo,Cubay 1870 Extra Anejo,Cuba,Vieux
Cubay Anejo,Cubay Anejo,Cuba,Ambre
Cubay Anejo Suave,Cubay Anejo Suave,Cuba,Vieux
Cubay Anejo Superior 10-Year,Cubay Anejo Superior 10-Year,Cuba,Vieux
Cubay Blanco Ligero,Cubay Blanco Ligero,Cuba,Blanc
Cubay Carta Blanca,Cubay Carta Blanca,Cuba,Blanc
Cubay Carta Dorada,Cubay Carta Dorada,Cuba,Ambre
Cubay Elixir 33,Cubay Elixir 33,Cuba,Spiced
Cubay Reserva Especial,Cubay Reserva Especial,Cuba,Vieux
Cuca Fresca Caipirinha Cachaca,Cuca Fresca,Brazil,Cachaca
Cuca Fresca Ouro Cachaca,Cuca Fresca,Brazil,Cachaca
Cuca Fresca Prata Cachaca,Cuca Fresca,Brazil,Cachaca
Cuca Fresca Premium Cachaca,Cuca Fresca,Brazil,Cachaca
Cuca Fresca Pura Gold Cachaca,Cuca Fresca,Brazil,Cachaca
Cuello's Anise,Cuello's,Belize,Blanc
Cuello's Caribbean Coconut,Cuello's,Belize,Spiced
Cuello's Caribbean Extra Strong,Cuello's,Belize,Overproof
Cuello's Caribbean Gold,Cuello's,Belize,Ambre
Cuello's Caribbean White,Cuello's,Belize,Blanc
Cuerpo Gold,Cuerpo,Guyana,Ambre
Cuerpo White,Cuerpo,Guyana,Blanc
Cut To The Smoke,Cut To The Smoke,United Kingdom,Spiced
Cut Spike Barrel Aged,Cut Spike,United States,Vieux
Cutwater Bali Hai Day Dead,Cutwater Bali Hai Day Dead,United States,Ambre
Cutwater Bali Hai Tiki Holiday Spirit,Cutwater Bali Hai Tiki Holiday Spirit,United States,Spiced
Cutwater Bali Hai Tiki Monkey,Cutwater Bali Hai Tiki Monkey,United States,Spiced
Cutwater Bali Hali Dark,Cutwater Bali Hali Dark,United States,Vieux
Cutwater Barrel Aged,Cutwater Barrel,United States,Vieux
Cutwater Light,Cutwater,United States,Blanc
Cypress Creek Reserve Crystal,Cypress Creek Reserve Crystal,United States,Blanc
Cypress Creek Reserve Single Barrel Aged,Cypress Creek Reserve Single Barrel,United States,Ambre
Cypress Creek Reserve Vanilla,Cypress Creek Reserve Vanilla,United States,Spiced
D'aguiar's Classic Dark,D'aguiar's,Guyana,Vieux
D'aguiar's Classic Light,D'aguiar's,Guyana,Blanc
D'aguiar's Demerara Sherry Cask 7-Year,D'aguiar's,Guyana,Vieux
D'aguiar's Millenium 12-Year,D'aguiar's,Guyana,Vieux
D'aguiar's Royal Gold 10-Year,D'aguiar's,Guyana,Vieux
D'aguiar's VXO,D'aguiar's,Guyana,Ambre
D'aguiar's Xtra Mature Premium,D'aguiar's,Guyana,Vieux
D'aguiar's 5-Year,D'aguiar's,Guyana,Ambre
Daila Ruou,Daila Ruou,Vietnam,Blanc
Damoiseau 1953 31-Year,Damoiseau,Guadeloupe,Vieux
Damoiseau Ambre,Damoiseau,Guadeloupe,Ambre
Damoiseau Blanc 40°,Damoiseau,Guadeloupe,Agricole
Damoiseau Blanc 50°,Damoiseau,Guadeloupe,Agricole
Damoiseau Blanc 55°,Damoiseau,Guadeloupe,Agricole
Damoiseau Cane,Damoiseau,Guadeloupe,Agricole
Damoiseau Coeur Blanc 50,Damoiseau,Guadeloupe,Blanc
Damoiseau Concordia,Damoiseau,Guadeloupe,Vieux
Damoiseau Creme,Damoiseau,Guadeloupe,Spiced
Damoiseau Cuvee du Distillateur,Damoiseau,Guadeloupe,Ambre
Damoiseau Cuvee du Distillateur Ambre,Damoiseau,Guadeloupe,Ambre
Damoiseau Cuvee du Distillateur Blanc 55,Damoiseau,Guadeloupe,Blanc
Damoiseau Cuvee Speciale 5-Year,Damoiseau,Guadeloupe,Agricole
Damoiseau 1980 Full Proof,Damoiseau,Guadeloupe,Vieux
Damoiseau Fut de ChÃªne 8-Year,Damoiseau,Guadeloupe,Vieux
Damoiseau Gold,Damoiseau,Guadeloupe,Ambre
Damoiseau Les Arranges,Damoiseau,Guadeloupe,Spiced
Damoiseau Les Arranges Mangue Passion,Damoiseau,Guadeloupe,Spiced
Damoiseau 2008 Millesime 10-Year,Damoiseau,Guadeloupe,Vieux
Damoiseau Pure Cane,Damoiseau,Guadeloupe,Agricole
Damoiseau Special Edition,Damoiseau,Guadeloupe,Vieux
Damoiseau Vieux 3-Year,Damoiseau,Guadeloupe,Vieux
Damoiseau VO,Damoiseau,Guadeloupe,Vieux
Damoiseau VSOP,Damoiseau,Guadeloupe,Vieux
